bookID,title,authors,average_rating,publication_date,publisher,available
5237,Book of Nightmares (Diadem  Worlds of Magic  #6),John Peel,4.12,3/8/2005,Llewellyn Publications,1
5238,The Nightmare Room: The Nightmare Begins! (The Nightmare Room  #1-3),R.L. Stine,3.88,5/24/2005,HarperCollins,1
5239,The Parallax View,Slavoj Žižek,4,2/10/2006,MIT Press (MA),1
5240,Looking Awry: An Introduction to Jacques Lacan through Popular Culture,Slavoj Žižek,4.04,9/8/1992,MIT Press,1
5241,The Puppet and the Dwarf: The Perverse Core of Christianity,Slavoj Žižek,3.85,8/29/2003,The MIT Press,1
5242,Zizek: A Critical Introduction,Sarah   Kay,3.46,4/29/2003,Polity Press,1
5243,Conversations with Žižek,Slavoj Žižek/Glyn Daly,3.88,12/30/2003,Polity Press,1
5244,Marcovaldo,Italo Calvino/William Weaver,3.89,11/16/1983,Mariner Books,1
5245,The Uses of Literature,Italo Calvino/Patrick Creagh,4.07,10/21/1987,Mariner Books,1
5246,Please Stop Laughing at Me... One Woman's Inspirational Story,Jodee Blanco,3.85,3/1/2003,Adams Media,1
5247,In the Beginning...Was the Command Line,Neal Stephenson,3.8,11/9/1999,William Morrow Paperbacks,1
5248,The Extraordinary Cases of Sherlock Holmes,Arthur Conan Doyle,4.21,6/1/1994,Puffin Books,1
5249,Confessions of an Ugly Stepsister,Gregory Maguire,3.53,10/3/2000,William Morrow Paperbacks,1
5250,Jane Austen For Dummies,Joan Elizabeth Klingel Ray,4.03,8/1/2006,John Wiley,1
5251,The Rediscovery of Man,Cordwainer Smith,4.14,5/13/1999,Gollancz,1
5252,Homicide: A Year on the Killing Streets,David Simon,4.38,8/22/2006,Holt McDougal,1
5253,The Corner: A Year in the Life of an Inner-City Neighborhood,David Simon/Edward Burns,4.43,6/15/1998,Broadway Books,1
5254,El Libertador: Writings of Simón Bolívar,Simón Bolívar/Frederick H. Fornoff/David Bushnell,3.84,5/15/2003,Oxford University Press  USA,1
5255,Hands Collected: The Books of Simon Perchik,Simon Perchik/David Baratier,4.25,1/1/2000,Pavement Saw Press,1
5256,Morgoth's Ring (The History of Middle-Earth  #10),J.R.R. Tolkien/Christopher Tolkien,4.13,12/14/1993,Houghton Mifflin Harcourt,1
5257,The War of the Jewels (The History of Middle-Earth  #11),J.R.R. Tolkien/Christopher Tolkien,3.93,12/6/1994,Houghton Mifflin Harcourt,1
5258,The Silmarillion,J.R.R. Tolkien/Christopher Tolkien,3.92,2/7/1999,HarperCollins,1
5259,The Sillymarillion: An Unauthorized Parody of J.R.R. Tolkien's Classic the Silmarillion,Donald  Lloyd,3.54,9/28/2004,Cold Spring Press,1
5260,The Silmarillion,J.R.R. Tolkien/Christopher Tolkien,3.92,3/12/1979,Unwin Paperbacks,1
5261,Hayao Miyazaki: Master of Japanese Animation,Helen McCarthy,3.93,9/1/1999,Stone Bridge Press,1
5262,Cliffs Notes on Frank's The Diary of Anne Frank,Dorothea Shefer-Vanson/CliffsNotes/Anne Frank,4.32,7/10/1984,Cliffs Notes,1
5263,The Honourable Schoolboy,John le Carré,3.95,10/29/2002,Scribner Book Company,1
5264,Valparaiso,Don DeLillo,3.33,4/1/2004,Pan MacMillan,1
5265,No More Water in the Tub!,Tedd Arnold/Mark Buehner,3.95,12/1/1998,Puffin Books,1
5266,Big Red Tub,Julia Jarman/Adrian    Reynolds,4.03,12/1/2004,Orchard,1
5267,Tabby in the Tub (Animal Ark  #29),Ben M. Baglio/Linda Chapman/Jenny Gregory,3.96,8/1/2003,Scholastic Paperbacks,1
5268,June Bug (Murder-by-Month Mystery #2),Jess Lourey/J.H. Lourey/Jessica Lourey,3.56,3/8/2007,Midnight Ink,1
5269,Wickett's Remedy,Myla Goldberg,3.27,10/10/2006,Anchor Books,1
5270,I Am the Messenger,Markus Zusak/Emmanuel Pailler,4.07,5/9/2006,Alfred A. Knopf Borzoi Books,1
5271,Getting the Girl (Wolfe Brothers  #3),Markus Zusak,3.7,6/1/2004,Push,1
5272,The Book Thief,Markus Zusak/Cao Xuân Việt Khương,4.37,3/14/2006,Alfred A. Knopf,1
5273,Fighting Ruben Wolfe (Wolfe Brothers  #2),Markus Zusak/Stig Wemyss,3.84,6/1/2002,Push,1
5274,Underdog (Wolfe Brothers  #1),Markus Zusak,3.38,5/1/1999,Ravensburger Buchverlag,1
5275,Nicomachean Ethics,Aristotle/Martin Ostwald,3.94,1/11/1962,Prentice Hall/Simon & Schuster Company (Englewood Cliffs  NJ),1
5276,The Nicomachean Ethics,Aristotle/James Alexander Kerr Thomson/Jonathan Barnes/Hugh Tredennick,3.94,1/29/2004,Penguin Classics,1
5277,Nicomachean Ethics,Aristotle/Hippocrates George Apostle,3.94,5/1/1984,Peripatetic Press,1
5278,Madame Bovary,Gustave Flaubert/Geoffrey Wall/Michèle Roberts,3.67,12/31/2002,Penguin Classics,1
5279,Madame Bovary (Critical Editions),Gustave Flaubert/Margaret Cohen/Eleanor Marx,3.67,12/19/2004,W.W. Norton & Company,1
5280,Madame Bovary,Gustave Flaubert/Donada  Peters,3.67,10/1/2006,Tantor Media,1
5281,The Complete Works: The Revised Oxford Translation  Vol. 1,Aristotle/Jonathan Barnes,4.43,9/1/1984,Bollingen/Princeton University Press (NJ),1
5282,Politics,Aristotle,3.94,11/15/2000,Dover Publications,1
5283,Aristotle's Ethics (SparkNotes Literature Guides),SparkNotes,3,6/13/2003,SparkNotes,1
5284,The Politics and The Constitution of Athens,Aristotle/Stephen Everson,3.98,10/13/1996,Cambridge University Press,1
5285,Middlemarch,George Eliot/Megan McDaniel/Lynne Sharon Schwartz/Lynn Sharon Schwartz,3.96,4/1/2003,Barnes  Noble Classics,1
5286,Middlemarch,George Eliot/Harriet Walter,3.96,1/28/2003,Penguin Audio UK,1
5287,Silas Marner,George Eliot,3.64,5/31/2006,Townsend Press,1
5288,1984,George Orwell/Mauricio Molina/Miguel Martínez Sarmiento,4.18,8/1/2002,Lectorum,1
5289,The Complete Tales of Nikolai Gogol  Volume 1,Nikolai Gogol/Constance Garnett/Leonard J. Kent,4.32,4/15/1985,University of Chicago Press,1
5290,The Overcoat and Other Short Stories,Nikolai Gogol,4.21,2/21/1992,Dover Publications,1
5291,The Nose,Nikolai Gogol/Kevin Hawkes,3.89,9/29/1994,HarperCollins Publishers,1
5292,Dead Souls,Nikolai Gogol/Richard Pevear/Larissa Volokhonsky,3.99,9/21/2004,Everyman's Library,1
5293,Fathers and Sons,Ivan Turgenev/George Reavy/Jane Costlow,3.96,2/1/2005,Signet Book,1
5294,Father to Son  (The Destroyer  #129),Warren Murphy/Richard Sapir/James Mullaney,4.11,10/1/2002,Gold Eagle,1
5295,Children of the Star (Children of the Star  #1-3),Sylvia Engdahl,4.24,1/10/2000,Meisha Merlin Publishing,1
5296,From Far Away,Robert Munsch/Michael Martchenko/Saoussan Askar,4,2/1/1995,Annick Press,1
5297,From Far Away  Vol. 01,Kyoko Hikawa/Trina Robbins/Yuko Sawada/Walden Wong,4.31,11/9/2004,VIZ Media,1
5298,Silos  Politics and Turf Wars: A Leadership Fable about Destroying the Barriers That Turn Colleagues Into Competitors,Patrick Lencioni,4.05,2/1/2006,Jossey-Bass,1
5299,Moral Politics: How Liberals and Conservatives Think,George Lakoff,4.03,5/1/2002,University Of Chicago Press,1
5300,'Salem's Lot,Stephen King/Ron McLarty,4.02,1/19/2004,Simon & Schuster Audio,1
5301,El misterio de Salem's Lot,Stephen King/Marta I. Guastavino,4.02,12/17/2002,Plaza & Janes Editores  S.A.,1
5302,'Salem's Lot,Stephen King,4.02,8/1/1976,Signet,1
5303,Prodigal Blues,Gary A. Braunbeck/Deena Warner,4.25,5/1/2006,Cemetery Dance Publications,1
5304,The Divine Comedy  Vol. I: Inferno,Dante Alighieri/Mark Musa,4,11/28/1984,Penguin Classics,1
5305,The Divine Comedy I: Hell,Dante Alighieri/Dorothy L. Sayers,4,1/27/2005,Penguin Classics,1
5306,The Divine Comedy  Vol. 1: Inferno,Dante Alighieri/Mark Musa,4,2/27/2003,Penguin Classics,1
5307,Could Do Better: Why Children Underachieve and What to Do About It,Harvey P. Mandel/Sander I. Marcus/Loral Dean,3.8,8/13/1996,Wiley,1
5308,Inferno,Dante Alighieri/Allen Mandelbaum/Barry Moser/Gabriel Marruzzo/Laury Magnus,4,8/3/2004,Bantam Books,1
5309,Purgatorio (La Divina Commedia #2),Dante Alighieri/Robert M. Durling,4.02,4/8/2004,Oxford University Press  USA,1
5310,Dante Alighieri's Divine Comedy  the Inferno,Dante Alighieri,4,10/1/1984,Barron's Educational Series,1
5311,The Portable Dante,Dante Alighieri/Mark Musa,4.22,7/29/2003,Penguin Books,1
5312,Purgatorio (The Divine Comedy  #2),Dante Alighieri/Allen Mandelbaum/Laury Magnus/Anthony Oldcorn/Daniel Feldman/Barry Moser,4.02,8/3/2004,Bantam Books,1
5313,The Divine Comedy  Vol. 3: Paradise,Dante Alighieri/Mark Musa,3.95,7/31/1986,Penguin Classics,1
5314,The Divine Comedy  Vol. 2: Purgatory,Dante Alighieri/Mark Musa,4.02,5/30/1985,Penguin Classics,1
5315,Vita Nuova,Dante Alighieri/Mark Musa,3.87,4/22/1973,Indiana University Press,1
5316,The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge/Stanley Appelbaum,3.94,9/18/1992,Dover Publications,1
5317,Beowulf,Unknown/Burton Raffel,3.44,9/1/1999,Signet Classics,1
5318,Beowulf: A Dual-Language Edition,Unknown/Howell D. Chickering,3.44,2/14/2006,Anchor,1
5319,Beowulf: A New Telling,Robert Nye,3.5,3/15/1982,Dell,1
5320,Beowulf,Michael Morpurgo/Michael Foreman,3.85,10/24/2006,Candlewick Press,1
5321,Seamus Heaney,Helen Vendler,4.07,3/1/2000,Harvard University Press,1
5322,The Spirit Level: Poems,Seamus Heaney,4.14,4/10/1997,Farrar  Straus and Giroux,1
5323,New Selected Poems 1966-1987,Seamus Heaney,4.19,3/4/2002,Faber and Faber,1
5324,Finders Keepers: Selected Prose  1971-2001,Seamus Heaney,4.15,4/7/2003,Faber and Faber,1
5325,Canopy: A Work for Voice and Light in Harvard Yard,David   Ward/Parveen Adams/Seamus Heaney/Ivan Gaskell,0,12/31/1997,Arts Publications,1
5326,Electric Light,Seamus Heaney,3.94,3/19/2001,Faber and Faber,1
5327,Norden,Seamus Heaney,4.09,8/1/1996,Carl Hanser,1
5328,Norte,Seamus Heaney/Margarita Ardanaz,4.09,11/28/1992,Hiperión,1
5329,The Odyssey,Homer/Robert Fitzgerald/Seamus Heaney,3.76,10/8/1992,Everyman,1
5330,Paradise Lost,John Milton/Scott Elledge,3.82,3/17/1993,W. W. Norton & Company,1
5331,Tolkien: The Illustrated Encyclopaedia,David Day,4.13,9/1/1996,Touchstone,1
5332,Ten Days to Self-Esteem,David D. Burns,3.96,3/17/1999,William Morrow Paperbacks,1
5333,The Swords of Night and Day (The Drenai Saga  #11),David Gemmell,4.32,4/1/2005,Corgi,1
5334,Pippi Longstocking,Astrid Lindgren/Florence Lamborn/Louis S. Glanzman,4.13,4/21/2005,Puffin Books,1
5335,Pippi in the South Seas,Astrid Lindgren/Gerry Bothmer,4.11,9/18/1959,Viking Books for Young Readers,1
5336,Pippi Goes on Board,Astrid Lindgren/Florence Lamborn/Nancy Seligsohn,4.12,2/24/1977,Puffin Books,1
5337,The Children of Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.29,2/2/1988,Puffin Books,1
5338,The Brothers Lionheart,Astrid Lindgren/Ilon Wikland/Jill M. Morgan,4.36,12/31/2004,Purple House Press,1
5339,Christmas in Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.18,10/29/1981,Puffin Books,1
5340,Ronia  the Robber's Daughter,Astrid Lindgren/Patricia Crampton,4.3,2/5/1985,Puffin Books,1
5341,Happy Times in Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.3,7/1/2003,Ignatius Press,1
5342,Pippi Calzaslargas (Pippi Calzaslargas  #1),Astrid Lindgren/Blanca Ríos/Richard Kennedy,4.13,7/1/2005,Editorial Juventud,1
5343,The Tomten,Astrid Lindgren/Harald Wiberg,4.24,10/6/1997,The Putnam & Grosset Group,1
5344,Lotta on Troublemaker Street,Astrid Lindgren/Robin Preiss Glasser,3.98,10/1/2001,Aladdin Paperbacks,1
5345,The Tale of Peter Rabbit,Beatrix Potter,4.18,3/7/2002,Warne,1
5346,The Tale of Peter Rabbit: A Pop-up Adventure,Beatrix Potter,4.18,2/2/2006,Warne,1
5347,Tale of Peter Rabbit,Beatrix Potter,4.18,10/21/2004,Warne,1
5348,The Tale of Peter Rabbit,Beatrix Potter,4.18,12/28/2006,Warne,1
5349,Beatrix Potter's Journal,Beatrix Potter,4.36,10/19/2006,Warne,1
5350,The World of Peter Rabbit (Original Peter Rabbit  Books 1-23),Beatrix Potter,4.62,5/4/2006,Warne,1
5351,Beatrix Potter: A Life in Nature,Linda Lear,4.03,1/9/2007,St. Martin's Press,1
5352,The Tale of the Flopsy Bunnies,Beatrix Potter,4.19,3/7/2002,Warne,1
5353,Treasure Island,Chris Tait/Robert Louis Stevenson/Lucy Corvino/Arthur Pober,3.83,3/1/2005,Sterling,1
5354,The Epic of Gilgamesh,Anonymous/N.K. Sandars,3.68,6/1/1976,Amereon Limited,1
5355,The Epic of Gilgamesh,Anonymous/N.K. Sandars,3.68,5/4/2006,Penguin Books Limited,1
5356,The Epic of Gilgamesh,Anonymous/Maureen Kovacs,3.68,8/1/1989,Stanford University Press,1
5357,The Evolution of the Gilgamesh Epic,Jeffrey H. Tigay,3.82,2/21/2003,Bolchazy-Carducci Publishers,1
5358,The Gilgamesh Epic and Old Testament Parallels,Alexander Heidel,3.95,9/15/1963,Phoenix Books/University of Chicago Press (IL),1
5359,The Scarlet Letter and Other Writings,Nathaniel Hawthorne/Eugene Hudson Long/Seymour L. Gross/Richard C. Beatty/Sculley Bradley/Richmond Croom Beatty,3.59,2/1/1978,W. W. Norton & Company,1
5360,The Adventures of Huckleberry Finn,Mark Twain/Scott McKowen/Arthur Pober,3.82,10/28/2006,Sterling,1
5361,The Adventures of Huckleberry Finn,Mark Twain/Peter Coveney,3.82,1/30/2003,Penguin Books,1
5362,Mark Twain's Adventures of Huckleberry Finn,Mark Twain/Richard P. Wasowski,3.82,5/1/2001,Hungry Minds,1
5363,Collected Tales  Sketches  Speeches  & Essays 1852–1890,Mark Twain/Louis J. Budd,4.29,10/15/1992,Library of America,1
5364,Mark Twain's Own Autobiography: The Chapters from the North American Review,Mark Twain/Michael J. Kiskis,3.8,10/1/1990,University of Wisconsin Press,1
5365,Candide,Voltaire/Robert M. Adams,3.77,3/19/1991,W. W. Norton and Company,1
5366,Candide and Other Stories (World's Classics),Voltaire/Roger Pearson,3.94,7/6/2006,Oxford University Press,1
5367,Cliffs Notes on Voltaire's Candide,James K. Lowers/CliffsNotes/Voltaire,3.4,3/29/1965,Cliffs Notes,1
5368,Candide: or  Optimism,Voltaire/Peter Constantine/Diane Johnson,3.77,10/11/2005,Modern Library,1
5369,Candide and Related Writings,Voltaire/David Wootton,3.8,9/15/2000,Hackett Publishing Company  Inc.,1
5370,Philosophical Dictionary,Voltaire/Theodore Besterman,4.09,9/27/1979,Penguin Classics,1
5371,What Is Goth?,Aurelio Voltaire,4.1,8/1/2004,Weiser Books,1
5372,The Picture of Dorian Gray,Oscar Wilde/Andrew Elfenbein,4.08,10/1/2006,Pearson,1
5373,The Real Trial of Oscar Wilde,Merlin Holland,4.04,10/5/2004,Harper Perennial,1
5374,Complete Shorter Fiction,Oscar Wilde/Isobel Murray,4.15,3/5/1998,Oxford University Press,1
5375,The Unmasking of Oscar Wilde,Joseph Pearce,4.25,6/15/2005,Ignatius Press,1
5376,The Decline and Fall of the Roman Empire,Edward Gibbon/Daniel J. Boorstin/Giovanni Battista Piranesi/Hans-Friedrich Mueller,3.98,8/12/2003,Modern Library,1
5377,The Decline and Fall of the Roman Empire,Edward Gibbon/Daniel J. Boorstin/Hans-Friedrich Mueller/Giovanni Battista Piranesi,3.98,3/1/2003,Modern Library,1
5378,The Decline and Fall of the Roman Empire,Edward Gibbon/Hugh Trevor-Roper,3.98,8/4/2005,Phoenix,1
5379,The Decline and Fall of the Roman Empire,Edward Gibbon,3.98,10/1/1994,Everyman Chess,1
5380,The Christians and the Fall of Rome (Great Ideas),Edward Gibbon,3.56,9/6/2005,Penguin,1
5381,The Portable Gibbon: The Decline and Fall of the Roman Empire,Edward Gibbon/Dero A. Saunders/Charles Alexander Robinson Jr.,3.98,6/30/1977,Penguin Books,1
5382,They Cage the Animals at Night,Jennings Michael Burch,4.32,10/1/1985,Signet,1
5383,The Quilter's Homecoming (Elm Creek Quilts  #10),Jennifer Chiaverini,4.04,4/10/2007,Simon  Schuster,1
5384,Absolutely Normal Chaos,Sharon Creech,3.92,9/7/2007,MacMillan Children's Books,1
5385,The Abominable Snowman Doesn't Roast Marshmallows (The Adventures of the Bailey School Kids  #50),Debbie Dadey/Marcia Thornton Jones,3.82,3/1/2005,Scholastic Paperbacks,1
5386,Santa Claus Doesn't Mop Floors (The Adventures of the Bailey School Kids  #3),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.75,10/1/1991,Scholastic Paperbacks,1
5387,Angels Don't Know Karate (The Adventures Of The Bailey School Kids  #23),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.8,11/1/1996,Scholastic,1
5388,Werewolves Don't Run for President (The Adventures of the Bailey School Kids  #49),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.84,10/1/2004,Scholastic Paperbacks,1
5389,Vampires Don't Wear Polka Dots (The Adventures of the Bailey School Kids  #1),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.81,1/1/1991,Scholastic Paperbacks,1
5390,Werewolves Don't Go to Summer Camp (The Adventures of the Bailey School Kids  #2),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.82,7/1/1991,Scholastic Paperbacks,1
5391,Phantoms Don't Drive Sports Cars (The Adventures of the Bailey School Kids  #32),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.76,9/1/1998,Scholastic Paperbacks,1
5392,My Perfect Life (Confessions of a Teenage Drama Queen  #2),Dyan Sheldon,3.32,3/3/2005,Candlewick Press,1
5393,Be Happy or I'll Scream!: My Deranged Quest for the Perfect Husband  Family  and Life,Sheri Lynch,3.71,2/6/2007,St. Martin's Griffin,1
5394,A Guide to the Words of My Perfect Teacher,Ngawang Pelzang/Padmakara Translation Group/Patrul Rinpoche/Alak Zenkar,4.61,6/22/2004,Shambhala,1
5395,All-American Girl (All-American Girl  #1),Meg Cabot,3.74,7/22/2003,HarperTrophy,1
5396,Ready or Not (All-American Girl  #2),Meg Cabot,3.4,8/1/2005,HarperCollins Publishers,1
5397,Ready or Not (All-American Girl  #2),Meg Cabot,3.4,4/12/2006,Thorndike Press,1
5398,The Perfect Score (It's All About Attitude #5),Julie Kenner,3.24,7/25/2006,Harlequin,1
5399,The Face on the Milk Carton (Janie Johnson  #1),Caroline B. Cooney,3.73,4/13/1996,Delacorte Press,1
5400,Teen Angst? Naaah...,Ned Vizzini,3.9,8/13/2002,Laurel Leaf Library,1
5401,It's Kind of a Funny Story,Ned Vizzini,4.13,4/1/2006,Disney-Hyperion,1
5402,Be More Chill,Ned Vizzini,3.68,9/1/2005,Disney-Hyperion,1
5403,Collected Prose: Autobiographical Writings  True Stories  Critical Essays  Prefaces  and Collaborations with Artists,Paul Auster,4.04,3/1/2005,Picador,1
5404,Hand to Mouth: A Chronicle of Early Failure,Paul Auster,3.62,8/1/2003,Picador,1
5405,The Book of Illusions,Paul Auster,3.85,9/4/2003,Faber and Faber,1
5406,City of Glass: The Graphic Novel,Paul Karasik/David Mazzucchelli/Paul Auster/Art Spiegelman,3.93,2/3/2005,Faber & Faber,1
5407,Moonraker,Ian Fleming,3.74,6/3/2004,Penguin Books  Limited (UK),1
5408,Moonraker's Bride,Madeleine Brent,4.31,1/1/1973,Souvenir Press,1
5409,Eat  Pray  Love,Elizabeth Gilbert,3.55,2/1/2007,Riverhead Books,1
5410,Eat  Pray  Love: One Woman's Search for Everything Across Italy  India and Indonesia,Elizabeth Gilbert,3.55,9/1/2006,Books on Tape,1
5411,The World as Will and Representation  Vol. 1,Arthur Schopenhauer/Judith Norman/E.F.J. Payne/Alistair Welchman/Christropher Janaway,4.19,6/1/1966,Dover Publications,1
5412,The Schopenhauer Cure,Irvin D. Yalom,4.22,1/3/2006,Harper Perennial Modern Classics,1
5413,Essays and Aphorisms,Arthur Schopenhauer/R.J. Hollingdale,4.17,8/26/1976,Penguin Classics,1
5414,Essay on the Freedom of the Will,Arthur Schopenhauer/Konstantin Kolenda,4.15,5/6/2005,Dover Publications,1
5415,Schopenhauer: A Very Short Introduction,Christopher Janaway,3.81,2/21/2002,Oxford University Press,1
5416,The Mandarins,Simone de Beauvoir/Leonard M. Friedman,4.14,5/3/2005,Harper Perennial,1
5417,Les Mandarins: Tome 2,Simone de Beauvoir,4.2,6/9/1972,Folio,1
5418,Die Mandarins von Paris,Simone de Beauvoir,4.14,1/1/2000,Rowohlt Tb.,1
5419,The Brothers K,David James Duncan,4.38,6/1/1996,Dial Press Trade Paperback,1
5420,Where the Wild Things Are,Maurice Sendak,4.22,12/26/2012,HarperCollins,1
5421,野獸國 (漢聲精選世界最佳兒童圖畫書．心理成長類  #36),Maurice Sendak,4.22,3/1/1987,英文漢聲出版股份有限公司,1
5422,Essentials of Classic Italian Cooking,Marcella Hazan/Karin Kretschmann,4.16,10/27/1992,Knopf Publishing Group,1
5423,The Italians: A Full-Length Portrait Featuring Their Manners and Morals,Luigi Barzini/Joan Emerson,3.83,7/3/1996,Touchstone,1
5424,Peking to Paris,Luigi  Barzini/L.P. De Castelvecchio,3.79,12/1/1973,Open Court Publishing Company,1
5425,The Lost Lunar Baedeker: Poems of Mina Loy,Mina Loy/Roger L. Conover,4.17,4/8/1997,Farrar  Straus and Giroux,1
5426,Paris Was Yesterday  1925-1939,Janet Flanner/Irving Drutman,3.85,4/18/1988,Mariner Books,1
5427,Lost Boy Lost Girl,Peter Straub,3.48,9/28/2004,Ballantine Books,1
5428,Shadowland,Peter Straub,3.91,3/4/2003,Berkley,1
5429,Ghost Story,Peter Straub,3.95,9/1/1989,Pocket Books / Simon & Schuster  Inc.,1
5430,Territoires (Le talisman des territoires  #2),Stephen King/Peter Straub/Bernard Cohen,4.01,10/21/2002,Laffont,1
5431,Floating Dragon,Peter Straub,3.84,8/5/2003,Berkley,1
5432,The Color of Water: A Black Man's Tribute to His White Mother,James   McBride,4.09,2/7/2006,Riverhead Books,1
5433,Color: A Natural History of the Palette,Victoria Finlay,3.78,12/30/2003,Random House Trade Paperbacks,1
5434,Vincent's Colors,Vincent van Gogh/Metropolitan Museum of Art/William Lach,4.16,9/29/2005,Chronicle Books,1
5435,Flinx's Folly (Pip & Flinx #9),Alan Dean Foster,3.94,9/28/2004,Del Rey,1
5436,The Doctor's House,Ann Beattie,2.96,2/11/2003,Scribner,1
5437,Chilly Scenes of Winter,Ann Beattie,3.91,1/2/1991,Vintage,1
5438,What Life Was Like in the Realm of Elizabeth: England  AD 1533-1603 (What Life Was Like),Time-Life Books,3.72,5/24/1999,Time Life Medical,1
